"","lsoa11","samhi_dec","area_population_density_density_number_of_persons_per_hectare_measures_value","imd_score","single_hc"
"275","E01000279",1,2.9,7.743759,0.155945419103314
"276","E01000280",1,13.6,4.286368,0.167002012072435
"277","E01000281",5,46.8,13.23872,0.295833333333333
"278","E01000282",2,32.2,10.13297,0.236306729264476
"279","E01000283",2,43.3,4.696212,0.152083333333333
"280","E01000284",6,60.6,18.68929,0.374358974358974
"281","E01000285",4,71.7,13.57137,0.318032786885246
"282","E01000286",5,58.4,21.95663,0.325688073394495
"283","E01000287",4,58.1,22.50048,0.247588424437299
"284","E01000288",1,46.6,12.78017,0.242957746478873
"285","E01000289",5,64.6,35.52534,0.212361331220285
"286","E01000290",4,7.6,18.58616,0.341246290801187
"287","E01000291",5,63.1,29.3002,0.260797342192691
"288","E01000292",3,51,10.2398,0.310015898251192
"289","E01000293",2,62.9,6.973502,0.222741433021807
"290","E01000294",9,48.3,12.67282,0.349702380952381
"291","E01000295",1,83.9,14.56607,0.298833819241982
"292","E01000296",1,76.9,16.01881,0.286103542234332
"293","E01000297",1,61.8,15.78717,0.299638989169675
"294","E01000298",1,68.1,13.57514,0.283765347885402
"295","E01000299",5,109.6,16.90794,0.326086956521739
"296","E01000300",3,94.1,10.97169,0.322338830584708
"297","E01000301",1,53.6,7.421872,0.193181818181818
"298","E01000302",7,81.3,19.51809,0.427380952380952
"299","E01000303",1,72.4,7.831461,0.188888888888889
"300","E01000304",2,87.6,15.37678,0.249597423510467
"301","E01000305",3,24.1,25.13312,0.34850863422292
"302","E01000306",1,115.7,18.83569,0.195340501792115
"303","E01000307",1,33,22.38761,0.218867924528302
"304","E01000308",6,28.7,36.99994,0.384155455904335
"305","E01000309",1,62.8,12.05338,0.227786752827141
"306","E01000310",1,66.6,18.67108,0.186875891583452
"307","E01000311",1,46.8,11.6605,0.15531914893617
"308","E01000312",6,114.1,21.34613,0.363380281690141
"309","E01000313",1,85.2,27.10239,0.294642857142857
"310","E01000314",1,74.3,14.31646,0.208206686930091
"311","E01000315",6,33.9,31.54228,0.234527687296417
"312","E01000316",2,56.9,20.3101,0.221967963386728
"313","E01000317",4,94.5,15.91823,0.322678843226788
"314","E01000318",2,67.6,12.90286,0.178688524590164
"315","E01000319",1,94.3,9.713819,0.181474480151229
"316","E01000320",4,63.2,9.681382,0.32484076433121
"317","E01000321",6,93.4,16.539,0.358571428571429
"318","E01000322",3,83.9,16.34305,0.347545219638243
"319","E01000323",6,92.6,21.02523,0.382658959537572
"320","E01000324",5,65.8,14.64182,0.277862595419847
"321","E01000325",1,41.1,6.614985,0.180102915951973
"322","E01000326",2,47.4,13.36949,0.238970588235294
"323","E01000327",1,39.4,8.191415,0.231788079470199
"324","E01000328",2,27.2,7.45374,0.258389261744966
"325","E01000329",3,27.4,17.39952,0.280464216634429
"326","E01000330",5,60.5,15.7634,0.458549222797927
"327","E01000331",5,30.5,24.75392,0.236628849270664
"328","E01000332",1,55,19.70224,0.265139116202946
"329","E01000333",5,57.3,26.867,0.431273644388398
"330","E01000334",1,60.8,16.31296,0.2734375
"331","E01000335",1,12.9,30.13633,0.233542319749216
"332","E01000336",4,104.3,37.09776,0.37578814627995
"333","E01000337",2,60.2,21.60485,0.265460030165913
"334","E01000338",1,101.1,22.81973,0.301587301587302
"335","E01000339",2,60,12.62187,0.240863787375415
"336","E01000340",1,64.6,10.58692,0.266558966074313
"337","E01000341",1,61.3,8.964859,0.268852459016393
"338","E01000342",1,72.9,8.94637,0.245341614906832
"339","E01000343",1,50.7,7.730639,0.18
"340","E01000344",2,71.1,8.544714,0.261609907120743
"341","E01000345",1,65.2,6.042251,0.176591375770021
"342","E01000346",1,46.6,8.519588,0.2336
"343","E01000347",1,75.6,11.47488,0.3042071197411
"344","E01000348",1,50.5,3.789299,0.145315487571702
"345","E01000349",1,49.8,5.441545,0.232307692307692
"346","E01000350",1,55.7,7.138658,0.168905950095969
"347","E01000351",1,50.7,7.180403,0.207792207792208
"348","E01000352",2,45.7,15.88605,0.322485207100592
"349","E01000353",1,49.9,4.24577,0.209969788519637
"350","E01000354",3,73.3,18.0952,0.292134831460674
"351","E01000355",3,34.8,11.46716,0.267536704730832
"352","E01000356",2,50,7.596535,0.226114649681529
"353","E01000357",1,72.3,4.719844,0.139344262295082
"354","E01000358",3,54.6,8.453273,0.247344461305008
"355","E01000359",1,62.8,5.500352,0.19672131147541
"356","E01000360",7,37.8,18.2608,0.302114803625378
"357","E01000361",3,54,11.13718,0.262458471760797
"358","E01000362",4,37.6,11.14596,0.317891373801917
"359","E01000363",2,34.4,8.324577,0.242477876106195
"360","E01000364",3,36.4,11.71033,0.279569892473118
"361","E01000365",7,49.2,15.19544,0.327142857142857
"362","E01000366",3,67.2,10.9008,0.258015267175572
"363","E01000367",7,60.1,37.59129,0.289256198347107
"364","E01000368",4,64.7,32.73629,0.272151898734177
"365","E01000369",2,60.8,13.37749,0.21405750798722
"366","E01000370",2,49,10.39212,0.252696456086287
"367","E01000371",2,66.8,11.7973,0.260252365930599
"368","E01000372",6,73.3,28.98537,0.234401349072513
"369","E01000373",5,176.9,40.52508,0.36046511627907
"370","E01000374",5,20.6,37.4427,0.232209737827715
"371","E01000375",4,34.4,21.19827,0.242477876106195
"372","E01000376",2,28,14.32384,0.254125412541254
"373","E01000377",1,33,12.27769,0.342064714946071
"374","E01000378",3,16.8,24.85335,0.411157024793388
"375","E01000379",2,51.8,19.45331,0.292609351432881
"376","E01000380",4,64.7,24.86696,0.486807387862797
"377","E01000381",4,7.8,26.27798,0.313636363636364
"378","E01000382",1,26.1,8.817669,0.218057921635434
"379","E01000383",2,5.4,18.66096,0.278041074249605
"380","E01000384",2,57.4,11.3029,0.361538461538462
"381","E01000385",4,31.2,37.74951,0.281818181818182
"382","E01000386",6,26.4,41.0391,0.409711684370258
"383","E01000387",1,49.9,14.26232,0.241100323624595
"384","E01000388",1,28.9,9.220489,0.249597423510467
"385","E01000389",4,37.3,10.29753,0.301120448179272
"386","E01000390",4,23.7,12.24906,0.27378640776699
"387","E01000391",1,36.7,14.78915,0.218944099378882
"388","E01000392",3,74.5,23.38512,0.326618705035971
"389","E01000393",1,57.2,10.34907,0.2734375
"390","E01000394",2,61.5,8.812664,0.314102564102564
"391","E01000395",2,44.5,6.779954,0.172344689378758
"392","E01000396",2,63.9,8.754117,0.199211045364892
"393","E01000398",3,68.4,20.71453,0.23240589198036
"394","E01000399",2,53.3,9.601541,0.274636510500808
"395","E01000400",1,54.9,14.72061,0.247457627118644
"396","E01000401",5,61,25.42975,0.301412872841444
"397","E01000402",2,49.2,22.07289,0.340909090909091
"398","E01000403",2,33.7,34.27165,0.406060606060606
"399","E01000404",3,131.3,33.0556,0.346193952033368
"400","E01000405",2,36.4,27.11008,0.273946360153257
"401","E01000406",1,38.5,23.79748,0.244107744107744
"402","E01000407",4,34.2,15.5608,0.33968253968254
"403","E01000408",1,15,21.39472,0.203508771929825
"404","E01000409",1,72.8,7.924246,0.208012326656394
"405","E01000410",1,57.5,7.349384,0.220538720538721
"406","E01000411",1,73.2,8.07424,0.234119782214156
"407","E01000412",1,68.4,11.20883,0.231012658227848
"408","E01000413",1,62.9,11.38695,0.22970297029703
"409","E01000414",3,58,18.03942,0.305637982195846
"410","E01000415",2,65.6,6.213544,0.162109375
"411","E01000416",2,86.7,31.45822,0.20889748549323
"412","E01000417",3,22,18.81973,0.302945301542777
"413","E01000418",1,37.6,22.84147,0.283819628647215
"414","E01000419",1,55.4,8.909474,0.257575757575758
"415","E01000420",1,56.5,11.54876,0.22682119205298
"416","E01000421",1,51.4,7.278368,0.262023217247098
"417","E01000422",2,165.9,39.21231,0.345080763582966
"418","E01000423",1,57.8,3.620925,0.198686371100164
"419","E01000424",4,43.9,9.663099,0.368627450980392
"420","E01000425",7,47.8,6.614222,0.167796610169492
"421","E01000426",2,65.4,11.90347,0.301966292134831
"422","E01000427",2,47.4,13.1328,0.403470715835141
"423","E01000428",9,19.6,21.35731,0.529478458049887
"424","E01000429",6,52.9,36.49154,0.381084840055633
"425","E01000430",2,11.8,16.78117,0.23598820058997
"426","E01000431",5,114.1,41.0644,0.309838472834068
"427","E01000432",2,36.3,24.63096,0.271875
"428","E01000433",3,58.2,41.47969,0.291666666666667
"429","E01000434",5,10.2,39.69946,0.275167785234899
"430","E01000435",5,80.2,30.44698,0.314907872696817
"431","E01000436",1,60.8,5.175003,0.157723577235772
"432","E01000437",1,49.7,11.95993,0.246987951807229
"433","E01000438",1,87.3,14.15653,0.213689482470785
"434","E01000439",2,54.2,28.46654,0.211693548387097
"435","E01000440",1,58.5,6.311634,0.18568665377176
"436","E01000441",5,67.9,25.20745,0.291666666666667
"437","E01000442",1,52.5,12.52788,0.250798722044728
"438","E01000443",2,46.6,19.67427,0.27843137254902
"439","E01000444",1,11.9,5.397871,0.194888178913738
"440","E01000445",1,27.8,5.256243,0.264919941775837
"441","E01000446",1,56.1,8.46014,0.200996677740864
"442","E01000447",1,15.5,10.72928,0.38148667601683
"443","E01000448",1,29.3,2.918871,0.158730158730159
"444","E01000449",1,32.7,3.860361,0.324074074074074
"445","E01000450",3,79.9,19.36627,0.221705426356589
"446","E01000451",1,81.6,8.758068,0.194847020933977
"447","E01000452",1,89.6,6.353631,0.175757575757576
"448","E01000453",1,70,7.960232,0.171539961013645
"449","E01000454",2,76.6,20.81492,0.286624203821656
"450","E01000455",1,64.8,10.40269,0.186776859504132
"451","E01000456",1,84.5,7.070619,0.141683778234086
"452","E01000457",2,59.9,13.16372,0.420606060606061
"453","E01000458",1,43.2,5.100946,0.33122028526149
"454","E01000459",3,54.4,13.59804,0.430217669654289
"455","E01000460",1,26.2,3.787825,0.164658634538153
"456","E01000461",1,30.7,6.773085,0.133567662565905
"457","E01000462",8,35.5,11.37103,0.405149051490515
"458","E01000463",1,53.2,5.29526,0.15929203539823
"459","E01000464",3,99.2,33.42153,0.326007326007326
"460","E01000465",5,57.5,28.79097,0.432814710042433
"461","E01000466",2,7,28.65396,0.312292358803987
"462","E01000467",2,95.1,25.4953,0.260575296108291
"463","E01000468",1,92.8,20.02504,0.19438202247191
"464","E01000469",2,43.6,21.64432,0.291472868217054
"465","E01000470",3,40,39.88107,0.347457627118644
"466","E01000471",1,117.8,23.22312,0.140724946695096
"467","E01000472",1,31.1,25.43607,0.28515625
"468","E01000473",1,108.5,23.07404,0.188461538461538
"469","E01000474",1,101.7,24.58414,0.129740518962076
"470","E01000475",1,63.3,21.42702,0.171140939597315
"471","E01000476",1,71.2,20.81457,0.123076923076923
"472","E01000477",1,49.8,27.7176,0.260670731707317
"473","E01000478",1,85.4,24.12043,0.143176733780761
"474","E01000479",1,52.8,16.55416,0.2
"475","E01000480",1,58.7,18.37596,0.170093457943925
"476","E01000481",1,60.5,28.54385,0.30327868852459
"477","E01000482",3,84.4,61.33062,0.292338709677419
"478","E01000483",2,77.3,43.57185,0.297045101088647
"479","E01000484",3,39.4,35.70187,0.26241134751773
"480","E01000485",6,77.4,29.76584,0.284836065573771
"481","E01000486",1,22.9,16.80658,0.18609022556391
"482","E01000487",1,61.6,24.12776,0.302670623145401
"483","E01000488",1,96.9,27.3783,0.234521575984991
"484","E01000489",1,49.5,22.73364,0.3035413153457
"485","E01000490",5,121.6,30.47918,0.401524777636595
"486","E01000491",2,53.7,27.77212,0.36848635235732
"487","E01000492",1,83.1,16.99333,0.248394004282655
"488","E01000493",1,87.4,15.19561,0.22318339100346
"489","E01000494",4,79.3,26.59945,0.388121546961326
"490","E01000495",8,91.6,39.06253,0.535294117647059
"491","E01000497",1,58.2,24.70356,0.249146757679181
"492","E01000498",1,59,26.87744,0.168490153172867
"493","E01000499",1,32.8,31.28769,0.138
"494","E01000501",3,116.7,40.80936,0.313351498637602
"495","E01000502",1,37,22.11647,0.253863134657837
"496","E01000503",2,48.6,33.49679,0.271844660194175
"497","E01000504",3,115.5,30.57236,0.328402366863905
"498","E01000505",2,106.1,26.48187,0.236190476190476
"499","E01000506",3,56.9,38.74862,0.333333333333333
"500","E01000507",1,70.7,24.4548,0.159448818897638
"501","E01000508",3,85.7,43.8573,0.317039106145251
"502","E01000509",1,112,30.00278,0.202325581395349
"503","E01000510",1,95.1,29.85517,0.196998123827392
"504","E01000511",1,96.7,29.89963,0.237569060773481
"505","E01000512",1,111.9,24.43025,0.257377049180328
"506","E01000513",1,100.8,20.69789,0.144373673036093
"507","E01000514",1,96.4,18.85809,0.218181818181818
"508","E01000515",1,44.5,36.40795,0.307324840764331
"509","E01000516",1,69.4,22.25495,0.179883945841393
"510","E01000517",1,70.1,16.89997,0.167006109979633
"511","E01000518",1,33.2,27.82462,0.213644524236984
"512","E01000519",1,26.2,24.22737,0.249602543720191
"513","E01000520",1,67.4,27.28855,0.273037542662116
"514","E01000521",4,154.5,50.79409,0.387845303867403
"515","E01000522",2,133.6,33.73801,0.259154929577465
"516","E01000523",2,186.4,43.25998,0.315206445115811
"517","E01000524",3,159.6,51.59067,0.377777777777778
"518","E01000525",2,127.2,37.95773,0.351592356687898
"519","E01000526",4,164.4,51.55628,0.31980319803198
"520","E01000527",3,172.3,43.3274,0.324723247232472
"521","E01000528",2,134.3,49.95123,0.406666666666667
"522","E01000530",2,103.8,20.96927,0.258571428571429
"523","E01000531",2,193,32.80707,0.355726872246696
"524","E01000532",3,158.7,27.3908,0.414733969986357
"525","E01000533",5,121,46.32483,0.372899159663866
"526","E01000534",2,115.6,27.51031,0.287250384024578
"527","E01000535",2,115.4,31.00356,0.293124246079614
"528","E01000536",1,47.2,13.58105,0.21455938697318
"529","E01000538",1,39.7,11.71651,0.138075313807531
"530","E01000539",1,54.2,13.54514,0.248175182481752
"531","E01000540",1,39.8,13.11263,0.144373673036093
"532","E01000541",1,57.7,21.90881,0.244488977955912
"533","E01000543",1,81.4,26.18632,0.172
"534","E01000544",6,246.5,50.55058,0.397574123989218
"535","E01000545",7,156.1,35.14248,0.394859813084112
"536","E01000546",4,173.2,28.44746,0.376984126984127
"537","E01000547",4,234.8,27.39438,0.352864583333333
"538","E01000548",6,188.9,48.2839,0.435897435897436
"539","E01000549",3,174.1,26.55566,0.345413363533409
"540","E01000550",8,138.1,57.56963,0.400662251655629
"541","E01000551",8,162,61.24594,0.419148936170213
"542","E01000552",8,209.6,51.69424,0.440100882723834
"543","E01000553",2,147.6,37.43707,0.241379310344828
"544","E01000554",3,85.7,28.63964,0.251830161054173
"545","E01000555",1,72.4,19.39458,0.2421875
"546","E01000556",1,190.9,41.14163,0.39
"547","E01000557",2,158.8,23.6837,0.320905459387483
"548","E01000558",4,86.8,32.68237,0.389473684210526
"549","E01000559",2,124,27.27441,0.36
"550","E01000560",2,77.9,22.65358,0.354883081155433
"551","E01000561",5,153,32.6067,0.388821385176185
"552","E01000562",1,49.6,15.1897,0.15625
"553","E01000563",1,39.5,16.14354,0.141350210970464
"554","E01000564",1,77.5,24.29041,0.178260869565217
"555","E01000565",3,79.4,28.59353,0.255533199195171
"556","E01000566",1,73.5,21.21679,0.164210526315789
"557","E01000567",1,66.9,21.32918,0.257201646090535
"558","E01000568",1,28.1,15.97127,0.557814485387548
"559","E01000569",1,41.5,15.14795,0.10625
"560","E01000570",1,118.4,28.27677,0.200779727095517
"561","E01000571",1,48.5,21.1532,0.144654088050314
"562","E01000572",1,68.8,18.382,0.181818181818182
"563","E01000573",1,67.7,21.15437,0.187763713080169
"564","E01000574",1,61.5,20.2126,0.184579439252336
"565","E01000575",1,68.8,21.23766,0.2256
"566","E01000576",1,56.8,17.11818,0.226591760299625
"567","E01000577",1,69.9,31.7654,0.203026481715006
"568","E01000578",4,55.1,23.28691,0.338171262699565
"569","E01000579",3,147.6,28.8064,0.298682284040996
"570","E01000580",4,44.4,30.30552,0.327649208282582
"571","E01000581",2,93.5,21.69366,0.271973466003317
"572","E01000582",2,95.5,20.98087,0.275
"573","E01000583",3,116.4,35.24228,0.35889872173058
"574","E01000584",2,134.7,18.47488,0.240710823909531
"575","E01000585",2,180.9,25.04196,0.278551532033426
"576","E01000586",2,164.5,33.20199,0.34583714547118
"577","E01000587",1,86.3,17.62721,0.122270742358079
"578","E01000588",1,62.8,29.58677,0.176382660687593
"579","E01000589",1,66.4,24.98667,0.165540540540541
"580","E01000590",1,67,16.67555,0.26517571884984
"581","E01000591",1,64.3,22.53521,0.204615384615385
"582","E01000592",1,81.9,20.5089,0.220952380952381
"583","E01000593",1,118.1,24.46835,0.161764705882353
"584","E01000594",1,69.9,21.97044,0.208728652751423
"585","E01000595",3,87.8,55.7659,0.304123711340206
"586","E01000596",2,89.3,54.32544,0.3328125
"587","E01000599",2,149.5,48.79423,0.298568507157464
"588","E01000600",4,10.1,59.1598,0.365261813537676
"589","E01000601",4,21.6,54.82042,0.220125786163522
"590","E01000602",4,114.9,53.59701,0.279296875
"591","E01000603",1,121.1,36.57255,0.28125
"592","E01000604",3,104.5,53.73531,0.222627737226277
"593","E01000605",3,96.9,46.35686,0.236889692585895
"594","E01000606",1,72.6,26.14082,0.271604938271605
"595","E01000607",1,113.2,22.4743,0.211394302848576
"596","E01000608",1,39.9,25.94249,0.223433242506812
"597","E01000609",1,83.8,27.1691,0.1765625
"598","E01000610",2,67.7,26.86448,0.256038647342995
"599","E01000611",1,115,32.09829,0.244493392070485
"600","E01000612",1,64.6,22.52783,0.216890595009597
"601","E01000613",1,76.8,29.57736,0.294209702660407
"602","E01000615",1,24.1,23.81302,0.190053285968028
"603","E01000616",1,102.3,23.29984,0.249146757679181
"604","E01000617",1,64.5,25.66077,0.223484848484848
"605","E01000618",1,89.8,21.23746,0.214
"606","E01000619",1,77.4,20.87314,0.12262156448203
"607","E01000620",1,39.1,23.84214,0.18
"608","E01000621",1,83.3,25.13264,0.171206225680934
"609","E01000622",1,25.3,32.531,0.338050314465409
"610","E01000623",1,92.6,21.1901,0.166358595194085
"611","E01000624",1,64.1,21.44921,0.252525252525253
"612","E01000625",2,56.2,22.99133,0.310592459605027
"613","E01000626",5,72.3,48.31243,0.327118644067797
"614","E01000627",2,86.1,37.36227,0.271056661562021
"615","E01000628",2,53.6,32.21569,0.293838862559242
"616","E01000629",1,104.4,21.66324,0.196694214876033
"617","E01000630",1,78.8,41.29669,0.28515625
"618","E01000631",1,74.4,22.74116,0.149425287356322
"619","E01000632",1,73.3,22.69217,0.133211678832117
"620","E01000633",1,119.7,32.37726,0.167870036101083
"621","E01000634",1,139,29.78928,0.176724137931034
"622","E01000635",1,103.9,33.67928,0.224806201550388
"623","E01000636",1,83.3,23.44831,0.16988416988417
"624","E01000637",2,233,32.57768,0.314465408805031
"625","E01000638",2,66,38.73617,0.306293706293706
"626","E01000639",1,181.9,29.98283,0.318435754189944
"627","E01000640",3,172.2,38.40792,0.311720698254364
"628","E01000641",2,180.3,38.10228,0.283916083916084
"629","E01000642",3,129.1,37.72731,0.373770491803279
"630","E01000643",9,37.6,55.75868,0.364285714285714
"631","E01000644",2,158.1,32.34031,0.285714285714286
"632","E01000645",1,17.6,5.874391,0.186567164179104
"633","E01000646",5,46.6,9.8036,0.377747252747253
"634","E01000647",2,63.9,8.889977,0.223622047244094
"635","E01000648",2,46,7.510213,0.230650154798762
"636","E01000649",2,23.2,9.089096,0.27390180878553
"637","E01000650",3,21.6,12.19995,0.270666666666667
"638","E01000651",3,56,9.559592,0.350237717908082
"639","E01000652",2,28.1,5.835528,0.239757207890744
"640","E01000653",3,31.9,8.307427,0.269736842105263
"641","E01000654",1,12,9.801691,0.183127572016461
"642","E01000655",1,34.8,9.961941,0.184210526315789
"643","E01000656",1,4.1,6.14045,0.174081237911025
"644","E01000657",3,51.6,13.75303,0.283382789317507
"645","E01000658",1,6.3,6.988985,0.214545454545455
"646","E01000659",1,28.7,6.035943,0.171153846153846
"647","E01000661",7,17,40.87026,0.299552906110283
"648","E01000662",5,33.2,18.4536,0.272058823529412
"649","E01000663",3,51,17.55869,0.298484848484848
"650","E01000664",4,20.3,17.78215,0.246732026143791
"651","E01000665",2,21.8,12.0983,0.270805812417437
"652","E01000666",2,6.1,6.312304,0.259020618556701
"653","E01000667",2,15.3,6.191775,0.19935691318328
"654","E01000668",1,23.1,11.09723,0.31548480463097
"655","E01000669",1,96.5,10.72696,0.339189189189189
"656","E01000670",2,39.9,4.721784,0.34837962962963
"657","E01000671",1,50.9,10.08112,0.383928571428571
"658","E01000672",3,46.5,9.416086,0.32
"659","E01000673",3,32.9,11.77899,0.276190476190476
"660","E01000674",4,77.7,13.8007,0.470074812967581
"661","E01000675",5,28.2,15.45033,0.315942028985507
"662","E01000676",5,52.3,27.12358,0.42378752886836
"663","E01000677",2,46.4,16.94216,0.32875
"664","E01000678",2,57.1,8.861973,0.261261261261261
"665","E01000679",1,56.2,10.9426,0.250755287009063
"666","E01000680",2,2,9.546121,0.207430340557276
"667","E01000681",2,54.3,3.186055,0.226299694189602
"668","E01000682",3,54.8,4.110488,0.303738317757009
"669","E01000683",4,61.1,6.745907,0.361702127659574
"670","E01000684",2,50.6,3.717121,0.182298546895641
"671","E01000685",4,14.1,10.47599,0.262135922330097
"672","E01000686",2,34.2,6.051623,0.300925925925926
"673","E01000687",2,27.4,6.200246,0.239329268292683
"674","E01000688",2,14.8,3.854265,0.158730158730159
"675","E01000689",6,9.9,24.38606,0.379084967320261
"676","E01000690",1,42.2,8.96941,0.219101123595506
"677","E01000691",4,59.5,16.24737,0.337641357027464
"678","E01000692",2,44.7,8.619403,0.279210925644917
"679","E01000693",2,6,13.31174,0.349122807017544
"680","E01000694",4,16.1,6.251174,0.217322834645669
"681","E01000695",2,19.7,8.233542,0.250814332247557
"682","E01000696",1,7.4,8.871501,0.307692307692308
"683","E01000697",1,31.1,6.120228,0.376470588235294
"684","E01000698",2,10.5,9.395063,0.161731207289294
"685","E01000699",4,105.6,25.26512,0.391975308641975
"686","E01000700",4,75.4,17.8016,0.312312312312312
"687","E01000701",5,99.2,11.41559,0.357262103505843
"688","E01000702",2,95.4,10.04796,0.316433566433566
"689","E01000703",3,66.3,11.69206,0.34149855907781
"690","E01000704",2,44.4,12.93116,0.323777403035413
"691","E01000705",6,86.1,18.91044,0.364601769911504
"692","E01000706",6,42.9,16.58529,0.379018612521151
"693","E01000707",3,94.5,4.46211,0.21455223880597
"694","E01000708",3,64.2,8.903731,0.309230769230769
"695","E01000709",7,54.1,16.72546,0.588310038119441
"696","E01000710",2,29.6,8.903339,0.453596287703016
"697","E01000711",3,61,14.84134,0.524703557312253
"698","E01000712",3,45.6,9.294702,0.4292343387471
"699","E01000713",3,40.8,7.717097,0.432768361581921
"700","E01000714",2,56.2,10.2502,0.473938223938224
"701","E01000715",5,55.1,8.119741,0.461016949152542
"702","E01000716",6,38.3,6.806203,0.398860398860399
"703","E01000717",3,51.3,13.81739,0.480314960629921
"704","E01000718",6,61,27.50119,0.397528321318229
"705","E01000719",4,54.3,30.56659,0.344665885111372
"706","E01000720",7,2.2,41.58004,0.31437125748503
"707","E01000721",7,49.8,41.21883,0.314885496183206
"708","E01000722",5,28.3,24.2312,0.295454545454545
"709","E01000723",5,29.4,12.56269,0.272727272727273
"710","E01000724",7,42.7,43.09367,0.277448071216617
"711","E01000725",6,48.4,25.82745,0.405161290322581
"712","E01000726",6,45.5,15.64038,0.345762711864407
"713","E01000727",4,40.4,11.08393,0.330422125181951
"714","E01000728",5,5.4,24.61668,0.327245053272451
"715","E01000729",9,68.5,49.33627,0.438106796116505
"716","E01000730",9,46.2,42.54186,0.263482280431433
"717","E01000731",7,58.3,26.47123,0.238721804511278
"718","E01000732",4,41.6,16.64315,0.250425894378194
"719","E01000733",6,42.6,23.56293,0.271889400921659
"720","E01000734",3,42,15.88016,0.187376725838264
"721","E01000735",7,28.9,33.36635,0.288256227758007
"722","E01000736",7,39.3,27.78608,0.289644012944984
"723","E01000737",8,37.4,26.46471,0.35
"724","E01000738",6,29.6,22.14469,0.287974683544304
"725","E01000739",9,67.8,37.48315,0.364353312302839
"726","E01000740",4,24.3,30.70873,0.486796785304248
"727","E01000741",8,116.5,32.74541,0.507125890736342
"728","E01000742",6,75.7,30.2691,0.483716475095785
"729","E01000743",9,56.6,38.39919,0.449464922711058
"730","E01000744",9,71.4,45.67516,0.434017595307918
"731","E01000745",4,37.5,26.47763,0.43035107587769
"732","E01000746",4,102.8,23.48475,0.446786090621707
"733","E01000747",3,1.9,21.52012,0.253557567917206
"734","E01000748",1,1.6,12.24763,0.259701492537313
"735","E01000749",3,1.7,10.41137,0.217527386541471
"736","E01000750",8,48,28.48921,0.360902255639098
"737","E01000751",4,10.9,6.297945,0.292441140024783
"738","E01000752",3,11.6,7.564253,0.386889460154242
"739","E01000753",4,20.7,4.918262,0.256
"740","E01000754",2,43.2,8.096622,0.351278600269179
"741","E01000755",1,43.9,4.648693,0.282926829268293
"742","E01000756",2,15.4,3.752593,0.222222222222222
"743","E01000757",2,27.6,3.499065,0.199667221297837
"744","E01000758",3,48.7,4.285986,0.231810490693739
"745","E01000759",4,3.4,5.985083,0.171220400728597
"746","E01000760",5,29.8,10.25649,0.254545454545455
"747","E01000761",4,26.9,6.340367,0.190641247833622
"748","E01000762",3,50.7,6.401522,0.364737550471063
"749","E01000763",4,17.2,4.209278,0.181644359464627
"750","E01000764",4,31.9,14.2241,0.266982622432859
"751","E01000765",4,7.4,7.763698,0.276877761413844
"752","E01000766",2,46.4,3.415508,0.203100775193798
"753","E01000767",2,52,3.436071,0.180602006688963
"754","E01000768",4,32.2,7.696141,0.261011419249592
"755","E01000769",9,11.8,25.72002,0.18942731277533
"756","E01000770",3,20.8,8.450963,0.397973950795948
"757","E01000771",2,44.4,7.33758,0.203225806451613
"758","E01000772",3,46.9,5.197497,0.399182561307902
"759","E01000773",3,48.9,5.89912,0.269421487603306
"760","E01000774",4,38.9,9.808187,0.242685025817556
"761","E01000775",2,20.4,7.455488,0.238754325259516
"762","E01000777",2,62.9,8.421949,0.178761061946903
"763","E01000778",4,76.6,14.55872,0.275080906148867
"764","E01000779",7,10.6,18.8022,0.343012704174229
"765","E01000780",8,70.4,26.71998,0.299363057324841
"766","E01000781",7,84,31.15182,0.309446254071661
"767","E01000782",9,50.8,45.23631,0.404945904173107
"768","E01000783",8,79.6,35.59034,0.300319488817891
"769","E01000784",2,67.2,10.86135,0.223367697594502
"770","E01000785",9,65.7,35.03502,0.354679802955665
"771","E01000786",4,15,10.52998,0.25518341307815
"772","E01000787",6,41.2,24.75834,0.397301349325337
"773","E01000788",4,41.4,20.24386,0.270226537216828
"774","E01000789",6,125.5,48.36018,0.255707762557078
"775","E01000790",4,38.7,14.60621,0.340596330275229
"776","E01000791",4,36,12.06588,0.288244766505636
"777","E01000792",5,36.2,26.6146,0.277432712215321
"778","E01000793",3,34,4.396525,0.2099533437014
"779","E01000794",4,33.5,4.046171,0.196399345335516
"780","E01000795",4,49.4,13.1521,0.226937269372694
"781","E01000796",5,164.3,38.6275,0.288401253918495
"782","E01000797",4,23.8,17.73411,0.337260677466863
"783","E01000798",9,108.3,45.42099,0.453102453102453
"784","E01000799",3,76,24.61201,0.35326842837274
"785","E01000800",5,70,30.44363,0.456410256410256
"786","E01000801",6,76.5,21.61124,0.404615384615385
"787","E01000802",4,93.4,23.33313,0.369333333333333
"788","E01000803",3,61.1,18.87564,0.373972602739726
"789","E01000804",2,21.6,7.658494,0.233576642335766
"790","E01000805",6,94.1,22.47474,0.390516039051604
"791","E01000806",4,104.7,32.51144,0.391927083333333
"792","E01000807",1,19.1,6.074287,0.19327731092437
"793","E01000808",1,48.1,6.670855,0.2016
"794","E01000809",1,27.9,3.135829,0.271860095389507
"795","E01000810",1,40.4,1.704062,0.186978297161937
"796","E01000811",1,44.2,6.812266,0.285464098073555
"797","E01000812",4,39.4,9.546652,0.318250377073906
