lsoa11,samhi_dec,area_population_density_density_number_of_persons_per_hectare_measures_value,single_hc,Unemployment Rate
E01002763,7,145.6,0.432835821,7.1
E01002764,8,134.2,0.358040201,8.3
E01002765,8,147.1,0.382653061,10.5
E01002766,7,131.2,0.447595561,11.2
E01002767,6,171.9,0.402240326,8.2
E01002768,6,154.7,0.487661575,7.8
E01002769,6,95.5,0.396694215,3.9
E01002770,9,73.5,0.376044568,5.8
E01002771,6,123.8,0.35660091,10.1
E01002772,8,177.7,0.408725603,7.7
E01002773,10,143.5,0.49137931,12.8
E01002774,8,118.1,0.391044776,9.2
E01002775,6,120.8,0.36749634,5
E01002776,8,143.3,0.372093023,6.7
E01002777,8,138,0.430972389,6.1
E01002778,7,170.2,0.35935397,13
E01002779,4,171.1,0.38902439,5.1
E01002780,8,207.6,0.389252949,7.6
E01002781,8,148,0.391304348,9.5
E01002782,4,174,0.323051948,12.8
E01002783,10,151.4,0.473537604,9.3
E01002784,8,138.8,0.351092896,11
E01002785,6,138.4,0.344047619,6.6
E01002786,7,165.9,0.38647343,8.2
E01002787,6,146.1,0.351211073,9.7
E01002788,7,151,0.408296943,5.8
E01002789,3,140.2,0.3,3.9
E01002790,8,181.9,0.447592068,10.1
E01002791,6,107.6,0.392388451,5.7
E01002792,5,177.5,0.336374002,6.5
E01002793,9,178.7,0.425287356,9.3
E01002794,5,97.7,0.414153132,5.6
E01002795,6,113.4,0.293163384,6.5
E01002796,6,133.4,0.401209677,6.1
E01002797,8,171.7,0.369266055,9.5
E01002798,7,142.4,0.35032538,4
E01002799,8,217.4,0.393181818,11.4
E01002800,8,128.9,0.367816092,15.9
E01002801,3,145.1,0.415632754,4
E01002802,8,134.7,0.372521246,5.4
E01002803,5,114.9,0.412834225,5.5
E01002804,8,151.6,0.393899204,10.1
E01002805,4,122.5,0.354881266,5.8
E01002806,7,142.5,0.360610264,8
E01002807,9,188.3,0.394417476,9.7
E01002808,7,145.4,0.343057176,7.1
E01002809,9,184.5,0.368571429,9.9
E01002810,8,200,0.395721925,9.8
E01002811,7,151.3,0.391930836,10.4
E01002812,1,210,0.45027933,5.1
E01002813,1,159.6,0.411976048,3.4
E01002814,4,133.7,0.39558011,8.9
E01002815,1,222.5,0.487417219,5.2
E01002816,1,228.1,0.471861472,2.7
E01002817,1,101.3,0.349788434,3.7
E01002818,1,105.9,0.573504274,3.2
E01002819,1,74,0.526377491,3.6
E01002820,1,74.1,0.510510511,2.7
E01002821,1,74.6,0.403179191,1.4
E01002822,1,108.6,0.516908213,3.1
E01002823,6,170.3,0.499286733,7.9
E01002824,1,100.5,0.42251462,3.1
E01002825,1,101.3,0.374848851,4.5
E01002826,1,70.5,0.476190476,4.2
E01002827,1,72.6,0.442967885,3.3
E01002828,3,138.6,0.495774648,3.3
E01002829,7,252.8,0.507614213,8.2
E01002830,8,238.3,0.489640131,11
E01002831,8,179.2,0.463059313,9.3
E01002832,6,225,0.501098901,8.5
E01002833,2,201.7,0.486759142,5.6
E01002834,1,229.9,0.495821727,3.7
E01002835,1,103.2,0.43622449,4.7
E01002836,1,192.5,0.53836478,3.1
E01002837,1,211.4,0.509065551,2.2
E01002838,1,234.7,0.500863558,3.5
E01002839,4,248.5,0.63190184,10.5
E01002840,8,155.4,0.445730825,11.7
E01002841,5,122.8,0.495786517,8.8
E01002842,8,684.7,0.36381323,14.6
E01002843,8,183.1,0.457377049,9.7
E01002844,3,110.8,0.506040268,4.6
E01002845,5,193.2,0.548780488,5.5
E01002846,5,124.5,0.553137004,7.3
E01002847,4,221.8,0.494266055,5
E01002848,5,191.5,0.532438479,6.3
E01002849,1,235,0.444726811,5.5
E01002850,2,194.5,0.451612903,6
E01002851,6,272.3,0.559912854,11.3
E01002852,9,37.2,0.397212544,12
E01002853,9,172.4,0.370212766,13.4
E01002854,8,87.2,0.370901639,15.7
E01002855,9,163.2,0.390052356,13.3
E01002856,8,223.1,0.506907545,9.6
E01002857,8,224.8,0.372413793,16.2
E01002858,3,213.3,0.651535381,9.5
E01002859,1,127,0.475750577,2.4
E01002860,1,135.1,0.445302445,3.2
E01002861,1,165,0.48767834,6.2
E01002862,3,351.5,0.644831116,7.7
E01002863,1,116,0.506313131,2.5
E01002864,1,50.5,0.281034483,5.6
E01002865,1,105.6,0.292279412,4
E01002866,4,110.8,0.422169811,5.8
E01002867,5,187.1,0.452905812,7.1
E01002868,1,67.2,0.368275862,3.3
E01002869,4,148.6,0.442708333,5.6
E01002870,9,109.7,0.522366522,11.6
E01002871,2,128.9,0.357142857,4.6
E01002872,9,149.4,0.491735537,9.9
E01002873,2,102.4,0.411392405,6.8
E01002874,2,173.6,0.37808642,5
E01002875,2,86.9,0.466960352,4.6
E01002876,6,138.8,0.375,7.3
E01002877,7,101.8,0.268933539,10.6
E01002878,7,133.4,0.495391705,9.2
E01002879,7,179.8,0.425899281,11.3
E01002880,8,238.4,0.381316998,16.6
E01002881,7,238.6,0.310661765,12.3
E01002882,3,112.8,0.533428165,5.9
E01002883,2,158.7,0.381546135,3.8
E01002884,1,182.4,0.587323944,4.3
E01002885,1,284.8,0.575789474,5.3
E01002886,1,125.9,0.472471191,2.6
E01002887,1,182.2,0.555142503,5
E01002888,1,261.1,0.526544822,5
E01002889,1,106.9,0.471502591,3.4
E01002890,1,115.6,0.273758865,2.6
E01002891,1,146.4,0.445682451,4.7
E01002892,1,249.8,0.473913043,3.2
E01002893,6,181.1,0.500506586,6
E01002894,5,137.9,0.492884864,5.5
E01002895,2,128,0.368852459,2.2
E01002896,2,154.1,0.442285714,2.7
E01002897,5,91.8,0.489071038,5
E01002898,1,125.4,0.410013532,3.4
E01002899,6,181.9,0.5390625,4.8
E01002900,1,112.2,0.419354839,4.1
E01002901,5,38.7,0.610714286,2.4
E01002902,1,123.3,0.545094153,5.8
E01002903,1,136.8,0.363241679,1.9
E01002904,9,118,0.43129771,17.4
E01002905,9,93.1,0.401785714,11.3
E01002906,9,86.8,0.387553041,11.3
E01002907,9,264.6,0.310344828,16.1
E01002908,7,144.3,0.375415282,5.3
E01002909,8,216.9,0.501736111,5.9
E01002910,3,97.5,0.566137566,5
E01002911,2,136.7,0.406779661,3.1
E01002912,4,150.8,0.453646477,4.4
E01002913,4,173.6,0.450643777,5.7
E01002914,2,87.8,0.464237517,2.8
E01002915,1,44.5,0.206680585,4.4
E01002916,1,33.6,0.186538462,4.6
E01002917,1,50.6,0.175050302,3.9
E01002918,1,40.3,0.182113821,4.9
E01002919,2,22.2,0.278026906,6.1
E01002920,1,34.5,0.219224283,3.1
E01002921,7,90.4,0.472578763,5.5
E01002922,2,51.5,0.348965517,3.1
E01002923,7,134.3,0.494208494,7.5
E01002924,1,46.9,0.196428571,3.9
E01002925,4,69.8,0.432160804,3.6
E01002926,1,53.1,0.254237288,3.8
E01002927,2,70.5,0.304560261,5.1
E01002928,5,62.8,0.372727273,3.7
E01002929,2,27.2,0.244094488,3.9
E01002930,1,64,0.267935578,4.7
E01002931,1,60.4,0.185015291,3.8
E01002932,7,76.2,0.296460177,9.8
E01002933,6,121.4,0.338289963,6
E01002934,1,88.2,0.17257319,3.2
E01002935,1,95.2,0.313548387,3.4
E01002937,1,115,0.220155039,3.1
E01002938,1,81.7,0.250639386,3.4
E01002939,1,59.1,0.261157025,4.8
E01002940,1,70.9,0.233443709,5.3
E01002941,1,24,0.312101911,4.1
E01002942,1,64.7,0.212643678,3.1
E01002943,2,44.9,0.224852071,5.3
E01002944,1,45,0.226377953,4
E01002945,1,62.9,0.273282443,3.2
E01002946,1,32.1,0.208955224,4.7
E01002947,1,54.8,0.195979899,3.2
E01002948,4,4,0.234693878,4.5
E01002949,1,62.4,0.225997046,4.4
E01002950,2,16.2,0.339360223,5.8
E01002951,1,67.8,0.269230769,5.5
E01002952,1,10.8,0.16255144,2.7
E01002953,1,11.2,0.198675497,2.9
E01002954,6,55.9,0.401769912,4.6
E01002955,1,27.9,0.243664717,4.6
E01002956,1,25.2,0.205949657,2.1
E01002957,1,75.1,0.223684211,7
E01002958,1,90.8,0.250379363,4.2
E01002959,1,33.4,0.160751566,3.9
E01002960,1,61.6,0.202090592,3
E01002961,1,51.7,0.159277504,2.9
E01002962,1,62.6,0.17221135,6.9
E01002963,1,92.6,0.369791667,4.8
E01002964,2,71.1,0.438900204,4.3
E01002965,1,66.7,0.359477124,3.9
E01002966,2,37.9,0.274193548,4.5
E01002967,1,94.3,0.391440501,3.2
E01002968,2,47.3,0.402493321,4.2
E01002969,7,253.3,0.358465608,12.1
E01002970,3,55.1,0.226315789,7.7
E01002971,1,53.7,0.275177305,3.8
E01002972,1,108.1,0.332125604,5.7
E01002973,2,46,0.204301075,8.7
E01002974,2,90.4,0.257575758,4.8
E01002975,1,46.7,0.163561077,4.4
E01002976,1,59.6,0.210608424,3.3
E01002977,3,56,0.275229358,7.1
E01002978,1,48.4,0.228070175,4.7
E01002979,1,45.8,0.276872964,3.4
E01002980,1,61.2,0.143153527,4.2
E01002981,1,40.9,0.193050193,3.6
E01002982,2,55.7,0.247582205,3.1
E01002983,1,25,0.2,3.7
E01002984,2,52.5,0.379139073,4.3
E01002985,1,96.6,0.250414594,5.2
E01002986,1,29,0.248407643,5.8
E01002987,4,80.1,0.503554502,7.6
E01002988,1,66.8,0.340909091,3.2
E01002989,1,120.9,0.344334433,2.4
E01002990,1,99.5,0.472785486,4.2
E01002991,1,70.8,0.338028169,3.1
E01002992,1,53.1,0.283105023,2.7
E01002993,1,91.4,0.461361015,2.5
E01002994,5,47.3,0.275747508,4.1
E01002995,3,36.1,0.287375415,2
E01002996,2,74.4,0.264855688,2.6
E01002997,2,62.6,0.301020408,3.5
E01002998,2,106.5,0.258169935,4.5
E01002999,2,76.5,0.425302826,6.6
E01003000,2,13.5,0.241908007,5.2
E01003001,1,49.8,0.178628389,3.8
E01003002,3,60.2,0.319284802,5.8
E01003003,2,66.7,0.256097561,4.8
E01003004,1,50.5,0.20642978,4.7
E01003005,1,64.5,0.214035088,3
E01003006,1,46.7,0.291325696,3.9
E01003007,1,74.6,0.187613843,3.5
E01003008,1,71.2,0.177042802,2.5
E01003009,1,62.5,0.285899094,4
E01003010,1,49.5,0.216606498,3.9
E01003011,1,69,0.278082192,4.5
E01003013,2,47.7,0.484777518,2.5
E01003014,5,82.2,0.401179941,6.6
E01003015,7,166.9,0.395890411,11.4
E01003016,3,82.8,0.463878327,6.6
E01003017,7,127.9,0.472157773,7.1
E01003018,2,138.6,0.352352352,5.7
E01003019,2,139,0.308533917,3.4
E01003020,2,123.7,0.341115435,7.1
E01003021,7,118.3,0.380090498,13.9
E01003022,1,150.5,0.34025974,5.7
E01003023,2,186.5,0.348071496,5.9
E01003024,3,145,0.35770235,10.4
E01003025,2,132.2,0.313539192,9.3
E01003026,1,42.7,0.324695122,2.1
E01003027,1,110.7,0.191666667,3.5
E01003028,2,107.5,0.218472469,4.7
E01003029,4,121.6,0.370930233,4.8
E01003030,1,107.4,0.268199234,2.8
E01003031,2,183.2,0.331944444,7.5
E01003032,2,97.1,0.346508564,7.4
E01003033,1,102.2,0.255892256,4.2
E01003034,2,152.7,0.308437068,7.2
E01003035,2,132.4,0.323943662,5.1
E01003036,5,142.2,0.36770692,4.2
E01003037,7,121.3,0.346534653,10.4
E01003038,1,113.3,0.351233672,2.9
E01003039,1,110.5,0.320634921,3.5
E01003040,1,85.4,0.353535354,5
E01003041,5,168,0.340707965,6.7
E01003042,10,109,0.422310757,8
E01003043,1,158,0.322627737,6.6
E01003044,3,184.2,0.5,14.7
E01003045,3,172.6,0.337912088,13.4
E01003046,2,183.6,0.375504711,14.3
E01003047,3,90.1,0.354194407,9.9
E01003048,4,145.3,0.385964912,16.8
E01003049,2,142.4,0.326347305,11.5
E01003050,1,168.2,0.397153946,6.5
E01003051,3,89.6,0.30962963,12.9
E01003052,4,144.6,0.394459103,15.7
E01003053,1,149.1,0.291941876,5.1
E01003054,1,208.9,0.295482295,4.3
E01003055,6,108.9,0.482278481,7.4
E01003056,3,232.9,0.30548926,5.6
E01003057,6,174.2,0.361878453,8.6
E01003058,2,212,0.298780488,4.6
E01003059,3,211.1,0.3312,10.3
E01003060,5,182.9,0.378164557,10.8
E01003061,3,156.9,0.378521127,9
E01003062,1,123,0.366037736,6.8
E01003063,5,116.3,0.417168675,12.1
E01003064,1,100.7,0.292424242,5.6
E01003065,5,120.2,0.403903904,13.1
E01003066,3,49,0.358974359,8.3
E01003067,2,98,0.277128548,5.6
E01003068,4,89.4,0.290715373,9.9
E01003069,2,57.9,0.234615385,11.3
E01003070,4,116.5,0.357251908,15.5
E01003071,2,128.3,0.287848606,4.9
E01003072,4,89,0.319895969,5.2
E01003073,3,100.5,0.338108883,9.7
E01003074,3,33.2,0.380474453,7.3
E01003075,5,209.1,0.376642336,13.3
E01003076,2,50.9,0.325358852,6.5
E01003077,2,173.3,0.333333333,6.1
E01003078,2,75.7,0.258675079,3.9
E01003079,5,81.1,0.376486129,9
E01003080,2,125.6,0.31372549,8.6
E01003081,4,86.8,0.389322917,9.8
E01003082,4,115.7,0.379416283,12
E01003083,2,101.7,0.311447811,8.1
E01003084,2,114.2,0.325408618,8.1
E01003085,2,77.1,0.31276901,6.1
E01003086,5,110.6,0.326120556,15
E01003087,6,125.6,0.320785597,15.6
E01003088,1,192.5,0.282225237,8.6
E01003089,2,141.3,0.284470247,10
E01003090,2,161.4,0.32885906,4.6
E01003091,3,207.3,0.27245509,8.2
E01003092,4,113.3,0.317991632,11.6
E01003093,2,322.6,0.28345627,11.7
E01003094,5,189.3,0.340740741,6.6
E01003095,1,118.7,0.289473684,5.4
E01003096,3,145,0.321814255,5.3
E01003097,6,170.3,0.35359116,8.9
E01003098,2,194,0.339534884,7.5
E01003099,2,52.3,0.304804805,6
E01003100,1,191.1,0.282460137,3.1
E01003101,3,135.3,0.319708029,6.3
E01003102,4,104.8,0.453791469,7.2
E01003104,2,196.6,0.395109395,4.7
E01003105,6,174.6,0.420512821,8.2
E01003106,3,164.9,0.355653128,7.1
E01003107,2,147.6,0.385360603,5.1
E01003108,5,194.1,0.459602649,10.4
E01003109,3,84.7,0.419945105,8.6
E01003110,7,124.3,0.382803298,4.4
E01003111,7,208.2,0.379310345,14.7
E01003112,9,101.1,0.505836576,8.8
E01003113,3,120.9,0.318237454,6.1
E01003114,1,91.6,0.311111111,6.2
E01003115,2,148.7,0.291479821,8.5
E01003116,4,56.7,0.302839117,5.3
E01003117,2,114.9,0.359096314,6.5
E01003118,4,82,0.316860465,5.7
E01003119,2,110.4,0.373923739,6.6
E01003120,5,136.2,0.441207076,9.3
E01003121,4,262.8,0.348769899,13.7
E01003122,2,175.7,0.404597701,7
E01003123,2,103,0.314787701,6.1
E01003124,3,177.6,0.340872375,7.4
E01003125,4,241.7,0.289017341,13.2
E01003126,3,156.5,0.311627907,8.7
E01003127,3,132,0.347019868,9.7
E01003128,5,173.1,0.390060241,11.9
E01003129,2,212.8,0.321782178,7.4
E01003130,1,117.8,0.324763194,6
E01003131,1,79.1,0.324149109,5
E01003132,6,107,0.263059701,10.6
E01003133,3,98.9,0.379084967,8.3
E01003134,2,96.5,0.279483037,7.3
E01003135,4,163.2,0.370165746,8.3
E01003136,2,135.9,0.405442177,7.8
E01003137,4,130.9,0.387573964,11.6
E01003138,1,116.1,0.307692308,3.6
E01003139,1,122.6,0.250922509,6.1
E01003140,1,107.6,0.180894309,7.7
E01003141,3,105.2,0.334716459,8.5
E01003142,1,98.9,0.200883002,10.2
E01003143,3,88.8,0.279069767,8.5
E01003144,2,31.1,0.221153846,7.2
E01003145,2,102.5,0.412515964,8.2
E01003146,1,123.8,0.221374046,10
E01003147,3,112.4,0.317440402,7.9
E01003148,2,92.2,0.366141732,6.7
E01003149,2,67.4,0.293948127,7
E01003150,4,105.8,0.397919376,10.5
E01003151,4,145.8,0.376829268,12
E01003152,1,88.3,0.273324573,4.9
E01003153,1,169.1,0.313240043,4.8
E01003154,4,98.2,0.358778626,10.6
E01003155,3,108.8,0.336,5.9
E01003156,3,133.1,0.306766917,6.3
E01003157,1,92.4,0.214904679,5.5
E01003158,1,128.6,0.314789688,2.5
E01003159,3,101.7,0.340567613,8.5
E01003160,1,144.8,0.284946237,9.9
E01003161,2,105.1,0.271084337,5.3
E01003162,2,194.5,0.295180723,14.7
E01003163,1,75.7,0.24829932,6.3
E01003164,2,116.8,0.326203209,8.1
E01003165,1,87.9,0.345505618,5.2
E01003166,2,99,0.337254902,8.1
E01003167,1,86.6,0.249632893,4.9
E01003168,6,76.3,0.324574961,13.3
E01003169,3,129.1,0.35480859,8.5
E01003170,1,57.8,0.329987453,4.8
E01003171,3,167.3,0.424425635,7.5
E01003172,3,159.9,0.350920245,11.2
E01003173,1,128.5,0.33573487,4.8
E01003174,3,134.9,0.326899879,11.5
E01003175,5,132.7,0.307565789,12.2
E01003176,2,150,0.329487179,10.5
E01003177,2,169.5,0.294452347,6.6
E01003178,3,149.3,0.353932584,5.4
E01003179,2,226.4,0.314984709,13.6
E01003180,3,107.1,0.394259819,9
E01003181,4,181.1,0.338509317,9
E01003182,3,100.9,0.331944444,9.1
E01003183,4,98.7,0.375594295,10.2
E01003184,3,253.9,0.360068259,15.2
E01003185,4,188.1,0.35546875,7.6
E01003186,2,93.4,0.321917808,6.3
E01003187,2,104.9,0.400958466,13.8
E01003188,4,165.6,0.346570397,14.2
E01003189,7,87.4,0.296474359,11.8
E01003190,5,57.6,0.327564895,11.2
E01003191,4,75.6,0.37593985,11
E01003192,9,16.1,0.433198381,14
E01003193,4,45,0.36036036,9.4
E01003194,8,50.9,0.375698324,8.8
E01003195,2,78.9,0.323390895,5.5
E01003196,6,62.6,0.291666667,9.9
E01003197,6,76.6,0.3056,12.6
E01003198,6,86.3,0.330203443,5.8
E01003199,2,54.6,0.343320849,4.3
E01003200,3,21,0.386243386,3.3
E01003201,6,106.3,0.341176471,10.1
E01003202,2,67.5,0.376963351,2.7
E01003203,3,119.4,0.539795918,7.7
E01003204,6,54.1,0.316749585,10.1
E01003205,6,148,0.312749004,16.7
E01003206,5,77,0.310888252,6.5
E01003207,4,115.7,0.419512195,8
E01003209,2,158.4,0.354755784,7.9
E01003210,4,92.6,0.427058824,7.3
E01003211,3,77.8,0.406374502,5.2
E01003212,3,87.8,0.342560554,6.7
E01003213,4,90.4,0.339483395,7.8
E01003214,3,113.2,0.334228188,9.6
E01003215,1,91.7,0.324324324,5.7
E01003216,6,88.6,0.335268505,8.6
E01003217,1,103.9,0.254019293,6.5
E01003218,1,105.3,0.237476809,6.3
E01003219,1,78.6,0.310618067,6.9
E01003220,3,86.5,0.32615894,8.6
E01003221,5,58.8,0.326397919,9.6
E01003222,3,89.2,0.308426073,9.7
E01003223,2,58.1,0.235489221,6.2
E01003224,3,109.2,0.261980831,8.8
E01003225,1,70.8,0.194915254,6
E01003226,2,96.2,0.269393512,5.3
E01003227,1,67.2,0.303834808,7.2
E01003228,3,106.3,0.303120357,4.8
E01003229,6,72.9,0.435309973,11.7
E01003230,5,91.7,0.360277136,8
E01003231,2,92.9,0.34643377,6.7
E01003232,3,84.5,0.235747304,7.5
E01003233,2,123.2,0.255605381,6.4
E01003235,7,26.2,0.361376673,10
E01003236,6,89.9,0.290123457,10.4
E01003237,5,56.7,0.294407895,10.3
E01003238,8,108.5,0.283185841,11
E01003239,6,65,0.304964539,11
E01003240,4,85.6,0.274482759,10.8
E01003241,6,54.1,0.438848921,12.8
E01003243,6,55.6,0.368330465,10.6
E01003244,2,243.1,0.336569579,14.3
E01003245,4,141.6,0.268835616,11.6
E01003246,3,59.6,0.320214669,10.2
E01003247,1,84.6,0.345985401,5.7
E01003248,3,63.6,0.399721448,11.9
E01003249,2,172.9,0.41025641,10.3
E01003250,3,92.4,0.321100917,10.8
E01003251,1,87.3,0.283140283,14.9
E01003252,2,217.5,0.326264274,17.1
E01003253,4,97,0.402092676,10.3
E01003254,1,44.5,0.299003322,3.4
E01003255,2,104.3,0.43879668,6.5
E01003256,8,92.4,0.361976369,9.1
E01003257,6,77,0.389115646,6.4
E01003258,8,124.7,0.328282828,13.3
E01003259,5,78.1,0.357142857,6.8
E01003260,2,84.8,0.226138032,6.9
E01003261,1,82.7,0.292407108,6.6
E01003262,2,84.8,0.352564103,5.4
E01003263,6,47.5,0.381596752,10.4
E01003264,5,70.9,0.39010989,5
E01003265,5,66.4,0.342647059,13.2
E01003266,7,101.5,0.398943197,11.5
E01003267,7,47.5,0.277591973,10
E01003268,4,56.9,0.352367688,7
E01003269,5,73.5,0.29675425,8.2
E01003270,2,58.1,0.315634218,5.4
E01003271,2,56.7,0.183673469,3.7
E01003272,2,132.3,0.307017544,6.7
E01003273,3,108,0.22972973,7.4
E01003274,2,117.7,0.321775312,6.1
E01003275,6,88.8,0.3296875,9.3
E01003276,3,41.2,0.228571429,6.6
E01003277,4,119.9,0.356041131,9
E01003278,2,125.5,0.352795031,6.8
E01003279,3,89.6,0.273700306,5.3
E01003280,3,80.7,0.278033794,7.3
E01003281,3,44.2,0.294509151,5.8
E01003282,2,111.9,0.357211079,5.5
E01003283,1,90.2,0.362946912,5.8
E01003284,2,109.6,0.295454545,7.5
E01003285,2,73.2,0.400260756,4.8
E01003286,5,85.9,0.436386768,10.3
E01003287,3,78.6,0.289836888,4.6
E01003288,5,106.2,0.428211587,10.1
E01003290,8,120.1,0.382068966,11.4
E01003291,8,53.5,0.384164223,13.4
E01003292,2,117.6,0.333333333,6.9
E01003293,4,136.6,0.356508876,7.1
E01003295,4,92.1,0.323124043,11.6
E01003296,2,56.3,0.450538688,6.4
E01003297,5,41.3,0.439374185,10.3
E01003298,2,94.4,0.286315789,12.6
E01003299,3,107.3,0.246305419,12.3
E01003300,4,114.6,0.335115865,13.6
E01003301,1,100.7,0.264667536,6.4
E01003302,2,119.9,0.445070423,12.1
E01003303,6,70.1,0.348214286,10.5
E01003304,2,111,0.436323367,11.2
E01003305,7,120.9,0.346978558,8.4
E01003307,3,105.1,0.28708134,6.7
E01003308,5,115.7,0.320163488,5.7
E01003309,4,95.2,0.401550388,10.2
E01003310,7,97.4,0.412698413,9.1
E01003311,2,82.6,0.246280992,5
E01003312,2,88.7,0.372272144,7.2
E01003313,4,65.2,0.340298507,10.1
E01003314,3,103.1,0.297218155,6.4
E01003315,4,89.5,0.370617696,8.1
E01003316,3,102.5,0.282430213,6
E01003317,3,47.3,0.263081395,8.4
E01003318,9,46.4,0.436879433,11.7
E01003319,4,139.7,0.376329787,8.4
E01003320,4,80,0.370769231,11.1
E01003321,9,117.8,0.379012346,8.4
E01003322,5,96.6,0.362563238,8.5
E01003323,5,87.6,0.355769231,9.7
E01003324,6,157.2,0.47826087,13.5
E01003325,6,129,0.329639889,11.2
E01003326,7,107.4,0.388714734,6.1
E01003327,4,87.3,0.31092437,6
E01003328,4,89.9,0.427370948,9.2
E01003329,4,90.2,0.301801802,6.4
E01003330,5,59.8,0.320241692,13
E01003331,6,89.6,0.346153846,10.1
E01003332,5,71.8,0.384388807,8.4
E01003333,3,122.7,0.385083714,5.5
E01003334,8,97.8,0.43059126,8.9
E01003335,5,119,0.355218855,11.8
E01003336,4,109.4,0.35355286,11.6
E01003337,5,123.7,0.288333333,11.2
E01003338,7,126.9,0.415045396,14.5
E01003339,5,117.7,0.349934469,6
E01003340,2,108.9,0.312421581,6.4
E01003341,3,82.8,0.232358003,5.7
E01003342,1,100.4,0.267806268,6.3
E01003343,2,107,0.381789137,7
E01003344,1,92.2,0.305980529,7.5
E01003345,1,106.9,0.292072323,5.8
E01003346,2,44.4,0.301003344,9.6
E01003347,4,121.5,0.231974922,14.5
E01003348,4,45.1,0.299474606,9.8
E01003349,7,102.8,0.288354898,10.4
E01003350,3,58.3,0.235067437,8.9
E01003351,6,79.7,0.315878378,9.8
E01003352,5,81.3,0.334693878,11.1
E01003353,3,67.3,0.254746835,7.5
E01003354,2,45.7,0.37660485,7.5
E01003355,1,111.4,0.351633987,3.9
E01003356,1,38.3,0.288793103,2.2
E01003357,4,52.5,0.344,7.6
E01003358,1,118.8,0.305867665,4
E01003359,3,102.2,0.384803922,3.7
E01003360,1,122.8,0.32027027,2.7
E01003361,4,78.2,0.257648953,5.5
E01003362,3,31.2,0.23246493,4.8
E01003363,3,35.4,0.196610169,3.6
E01003364,3,78.6,0.236111111,3.9
E01003365,3,42,0.189134809,4.2
E01003366,4,26.3,0.28907563,4.5
E01003367,1,51.3,0.288241415,3.8
E01003368,1,106.9,0.256055363,6.3
E01003369,3,177.1,0.337239583,4.8
E01003370,1,129.4,0.31990794,4.1
E01003371,1,128.8,0.290734824,4.2
E01003372,4,120.2,0.33492823,7.4
E01003373,6,85.6,0.255597015,9.4
E01003374,8,43.2,0.340659341,8.5
E01003375,3,8.8,0.351681957,6.9
E01003376,2,79.2,0.268707483,8.3
E01003377,3,142.5,0.226235741,12.3
E01003378,3,88.9,0.239010989,9
E01003379,7,136.4,0.363881402,9.2
E01003380,1,71.9,0.255882353,3.7
E01003381,1,93.9,0.381944444,2.2
E01003382,1,93.2,0.289940828,3.1
E01003383,1,61.2,0.317919075,3.5
E01003384,1,99.3,0.261637239,2.9
E01003385,1,79.7,0.252396166,2.8
E01003386,1,138.9,0.191135734,6.6
E01003387,4,69,0.283387622,10.5
E01003388,2,98.2,0.322033898,7
E01003389,4,95.7,0.266244057,6.8
E01003390,6,173.8,0.321027287,12.3
E01003391,6,153.6,0.340073529,12.6
E01003392,1,53.7,0.299401198,6.6
E01003393,1,198.3,0.312693498,7.8
E01003394,1,120.5,0.199685535,6.4
E01003395,1,68.2,0.196819085,6.5
E01003396,1,167.2,0.207865169,5.5
E01003397,1,123.2,0.256732496,6.2
E01003398,1,83.2,0.231560892,6.9
E01003399,1,105.2,0.326860841,4
E01003400,1,81.6,0.326251897,2.8
E01003401,1,75,0.432766615,3
E01003402,1,68.3,0.378723404,2.9
E01003403,2,61.5,0.369014085,3.8
E01003404,1,78.3,0.480263158,3.9
E01003405,3,60.4,0.301587302,7.7
E01003406,2,86.5,0.208480565,9.2
E01003407,1,90.1,0.348958333,5.9
E01003408,1,117.2,0.355097365,6.7
E01003409,2,76,0.224199288,8.4
E01003410,3,124.9,0.288888889,6.3
E01003411,1,82.8,0.321279555,7.6
E01003412,3,79.6,0.2680067,9.8
E01003413,1,63.1,0.262341326,8.2
E01003414,1,71.1,0.233766234,6.6
E01003415,4,75,0.21350365,7.4
E01003416,2,47.1,0.232209738,6.9
E01003417,5,51.9,0.223684211,4.3
E01003418,2,97.5,0.190207156,4.3
E01003419,2,28.2,0.224299065,4.1
E01003420,3,72.2,0.205533597,3.5
E01003421,4,58.5,0.290625,4.8
E01003422,5,47.9,0.263157895,3.6
E01003423,1,74.6,0.242975207,4.3
E01003424,2,51.5,0.18815331,1.7
E01003425,2,53.1,0.157480315,2.9
E01003426,2,44.4,0.174055829,5.5
E01003427,3,50.9,0.301699717,7.4
E01003428,3,48.2,0.369799692,3.9
E01003429,1,95.2,0.216962525,5.5
E01003430,4,119.6,0.31559633,10.5
E01003431,2,119.5,0.258715596,11.4
E01003432,3,32,0.208661417,11.7
E01003433,2,55.6,0.290657439,9.6
E01003434,1,83.8,0.219367589,5.1
E01003435,3,16,0.251020408,6.7
E01003436,6,72.3,0.265306122,6.4
E01003437,3,48.1,0.311518325,5.5
E01003438,6,87.3,0.290769231,8.9
E01003439,6,39.6,0.25,9.6
E01003440,3,33.7,0.29984051,7.9
E01003441,6,84.8,0.210696921,7.6
E01003442,1,67.6,0.349500713,2.1
E01003443,1,70.6,0.274881517,3.5
E01003444,1,59.1,0.353956835,3.3
E01003445,1,36,0.247720365,3.8
E01003446,1,69.8,0.391739675,4.4
E01003447,4,38.4,0.356005789,4.8
E01003448,4,85,0.274691358,9.6
